trader,n_observations,n_valid_returns,date_span_days,activity_rate,avg_equity,final_pnl,max_gap_days,median_gap_days,total_return,ann_return,sharpe,sortino,calmar,win_rate,profit_factor,max_drawdown,volatility,daily_vol,var_5pct,cvar_5pct,tail_ratio,worst_day,best_day,return_autocorr,skewness,kurtosis,sharpe_stability
0x9a6c99729b04dcb806ff75fda301eb70c41007f6,53,52,156,0.3375796178343949,3378.348328207547,1068.573627,105,1.0,4301300.366060606,3318354481332549.5,3.227178302506247,7.050190950214614,3.674709010079101e+16,0.5192307692307693,1.993626769310437,-0.09030251027308199,0.5231821830313864,0.02738460704715994,-0.022726474874782604,-0.035237940700383476,1.4939443476729202,-0.04844775132334291,0.15573270491557345,-0.05275302372379356,3.3846601918992065,18.191893453573677,0.21059644546189235
0x9ac27337bda3e211f6c7faebca314818c44d5dad,57,55,156,0.3630573248407643,6081.026655052631,669.393349,85,1.0,0.0,0.0,4.214693881338128,18.791754947573338,0.0,0.2,13.55761075913925,-0.00679862708437169,0.24170438017539347,0.012651385477864074,-0.0004309738959293322,-0.004029279768532242,42.52649694500029,-0.005686119319035619,0.0857372824338493,0.1287622947735961,5.662319310808226,35.605647733158285,0.029693804940373606
0x9ae28bcc6da86406fc7c0c843b35d8fd153aa148,3,1,112,0.02654867256637168,13335.934796666666,0.082195,111,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
0x9afbe623c46d2cfe2c7619fb37eb6026580f0979,30,29,86,0.3448275862068966,2090.6653589000002,147.299203,32,1.0,6040.303328643781,1.1164053527158452e+16,3.547855277352669,10.0,8.553519374721057e+17,0.06896551724137931,10.0,-0.013052000045913881,35.47699256612213,1.8569506610663498,0.0,0.0,5.0,0.0,10.0,-0.03703861359615242,5.385164792535078,28.999999891555124,10.0
0x9b30f3aca385c8f6c2192ae527ce993c85ebba6c,65,0,156,0.4140127388535032,77.76993335384616,469.305668,79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
0x9b366a477294a88c633d23c6ad138579abf689c0,2,1,1,1.0,1692.8305799999998,0.52119,1,1.0,4.15418138042215,8.675403112269498e+259,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006929509230173045,0.0006929509230173045,0.0,0.0,0.0,10.0
0x9b5b1931fa5838a891973f9877c7648c93ee80cc,179,178,178,1.0,409100.256927676,165130.323565,1,1.0,3.7976407486862884,23.916637569054863,1.7936468444348732,7.096429705064944,108.48438581224926,0.5224719101123596,1.7471472274814772,-0.22046156587406676,0.4217690593410169,0.022076401546745967,-0.011282922422401004,-0.017923904799567906,1.5662456968717653,-0.03518280655379231,0.2657381024109616,-0.016391920795801693,9.81193445005727,116.23037756939607,0.1570593612636597
0x9b8d24578e345c2c70d014b57cc7c913762126a5,74,73,156,0.4713375796178344,7075.847055229731,1614.202876,58,1.0,35.92126226888586,4644.422708350645,2.7859990367904386,10.0,0.0,0.0273972602739726,10.0,0.0,0.1490413351019983,0.0078011800247170466,0.0,0.0,5.0,0.0,0.06419421426789662,-0.017549338620320293,7.705281877360736,61.71131849924322,0.048869931766188854
0x9bc5cf674521a6e67f512ec1f46042d99f98e267,115,114,120,0.9504132231404959,22246.67974709566,6929.456517,6,1.0,4.382810789685041,166.2961920951642,1.739784061892496,3.339867832515394,2526.190609817305,0.4649122807017544,1.8543669837182648,-0.06582883787506075,0.7189835902609737,0.037633321109239386,-0.011491318663047315,-0.045747600088805664,2.442872287922082,-0.14593363613909993,0.3448632501851908,-0.021668193568534926,6.259483194471976,62.74624646698444,0.335294603441458
0x9c1e6856dcda3d1f163ab7bcbca7f3e0db8f6df1,119,118,156,0.7579617834394905,14038.791447966383,15029.266591,39,1.0,7.88595901536322,164.85356768825199,1.6274582695790805,3.349008090951518,390.8156360856403,0.1694915254237288,2.338805360704705,-0.4218192735055443,2.414508310736176,0.12638114111322,-0.04083128614112561,-0.11717337875147471,0.9861761319438187,-0.23276721349389617,1.2561363382366795,-0.07133317540911883,8.387378936332611,82.43842163502427,0.20995831221015537
