trader,tier,cluster,cluster_label,weight,dollar_allocation,sharpe,sortino,max_drawdown,win_rate,composite_score
0x597077efeb1bca71deaf556bac4d8e28a4595bef,core,1,pos_skew,0.005305428648589437,530.5428648589437,4.326860198200561,7.332719272747622,-0.26602048163077113,0.5425531914893617,0.8257009345794393
0x5a7581618829f377a16be2338eabdd03fece0eaf,core,2,high_wr_erratic_pos_skew,0.008500181277163978,850.0181277163979,5.708803700982426,9.294591086343306,-0.13608719892511095,0.7674418604651163,0.783411214953271
0x5e0c4ce4d138c75f649c07e1a49986149f0fc404,core,1,pos_skew,0.00043692486255452877,43.69248625545288,3.5693965019569003,6.579286718381261,-0.06598153152482888,0.6,0.7668224299065421
0x5e196385ab94dd1889cb7f521ff74053ee423cf8,core,2,high_wr_erratic_pos_skew,0.01734730872890608,1734.730872890608,4.766117481957614,6.789513293054656,-0.23568088508770985,0.6181818181818182,0.7878504672897197
0x5e53ce97fcd3abe46f1ab45abb3e9a9c5e19f193,satellite,1,pos_skew,0.005305428648589437,530.5428648589437,2.4987792090448724,4.845860722887626,-0.3568261800506159,0.5,0.525
0x6049ddfd35e4d9098a6367e36023f2a36792b642,satellite,1,pos_skew,0.011747584115662695,1174.7584115662694,4.310452065943132,1.1893999732301517,-0.49517658029970857,0.46629213483146065,0.5210280373831776
0x66e541024ca4c50b8f6c0934b8947c487d211661,core,2,high_wr_erratic_pos_skew,0.0014286254672529494,142.86254672529495,2.855360919529593,5.628684725462378,-0.3594513004242369,0.6104651162790697,0.6343457943925235
0x6979dde2781dc4ec843641b10b2a2f2e0f4bda62,core,1,pos_skew,7.343396164953962e-05,7.343396164953962,3.158765809397913,6.468146438797797,-0.4057118896974424,0.5333333333333333,0.7224299065420561
0x697c8c14cc04181b26d227c2e97241e3b1e61207,core,1,pos_skew,0.005305428648589437,530.5428648589437,4.3132576313955475,8.148463871211952,-0.28322421598645536,0.4918032786885246,0.7373831775700934
0x703c65097b0caeeb6742bebd12b04b337d931b94,core,2,high_wr_erratic_pos_skew,0.035908078175735963,3590.8078175735964,7.658027894409608,11.240257865428454,-0.046879003314720065,0.6428571428571429,0.7717289719626168
0x71195903d21fc9c6c045e83c40b38f6cd049b388,satellite,1,pos_skew,0.005305428648589437,530.5428648589437,2.139377262575136,3.3257416817024787,-0.43715201160885614,0.4438202247191011,0.4803738317757009
0x71f060a388589f2917df5e6b79a1e43baad1b611,satellite,0,high_vol_pos_skew,0.01734730872890608,1734.730872890608,2.3176606360023224,7.5731669253735765,-0.4938171839701414,0.48314606741573035,0.6011682242990654
0x724691a0fd2d1ac28a556c97f0a2f5af21ca4ad2,core,1,pos_skew,0.00010490565949934233,10.490565949934233,2.6160853688312864,3.4606781860479807,-0.2626564403750986,0.5416666666666666,0.6373831775700934
0x72cb918356c4f6d3f1b2e532928110ba6995f139,satellite,0,high_vol_pos_skew,0.00011765345031778951,11.765345031778951,1.8168016602505306,5.0927142756802795,-0.46473834164544287,0.5174418604651163,0.5336448598130841
0x74dffdad17f5343419d606985908c67d2988f87c,satellite,1,pos_skew,0.0012738334185263232,127.38334185263233,2.1148293499160693,4.296788278290964,-0.10192725843680263,0.524390243902439,0.5878504672897197
0x7786498ffb58bedc6c392a4a40789be5c2da240d,core,1,pos_skew,0.008048571278974737,804.8571278974737,6.907162783311936,11.958788601202652,-0.042368381414488086,0.6491228070175439,0.8011682242990654
0x77c1dca853d201165f6d8bbc66c7758bf620cff2,satellite,0,high_vol_pos_skew,0.01734730872890608,1734.730872890608,1.7095033393058765,24.251391465393727,-0.4651940088488831,0.5088757396449705,0.5969626168224299
